Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
ID:76561198064184806,20.00000,20.00000,20.00000,20.00000,7.30664,5.56382,4.42747,8.23330,20.00000,6.14123,4.82172,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1211,14517,713,11928,4089,1893,291,0,2151,0,5017,8308,1107,0,0,0,0,17.53031
ID:76561198368574444,3.82500,20.00000,20.00000,20.00000,4.25404,20.00000,20.00000,20.00000,3.71636,20.00000,20.00000,2.74328,3.69366,20.00000,3.12033,20.00000,20.00000,4483,0,0,0,0,0,0,0,2633,0,0,9262,5132,0,14249,0,0,17.52857
ID:76561198122808821,3.57479,20.00000,20.00000,2.78194,8.45763,20.00000,4.80356,20.00000,5.35993,3.34880,20.00000,20.00000,2.21355,20.00000,20.00000,20.00000,20.00000,3313,0,434,0,0,624,0,2065,3562,0,0,0,4096,0,0,0,0,17.52831
Shinwa,20.00000,20.00000,20.00000,1.60766,5.38651,20.00000,20.00000,20.00000,5.82446,20.00000,20.00000,2.54849,3.36330,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,3509,0,0,8228,4566,0,10999,0,0,17.51265
ID:76561198047145150,20.00000,8.44578,7.10421,3.04540,7.25514,20.00000,5.47975,20.00000,20.00000,5.08061,4.40172,20.00000,3.51150,20.00000,20.00000,20.00000,20.00000,1695,6257,1841,0,4082,0,0,2814,0,4126,4790,0,4395,0,6320,0,0,17.50909
ID:76561198277056945,20.00000,5.00221,5.82053,20.00000,20.00000,6.43960,20.00000,7.49459,6.39835,5.16041,3.68560,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,2085,0,3795,2844,272,3145,4092,0,4856,0,0,0,0,0,0,17.49314
Morshu,1.95551,9.54920,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1.85671,20.00000,20.00000,1503,0,0,0,0,0,0,0,0,0,0,0,0,4,21521,0,0,17.49110
ID:76561198110905768,20.00000,20.00000,20.00000,3.28161,7.93491,5.30804,4.87714,7.97663,5.50902,20.00000,4.11615,4.80759,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,335,0,0,1052,299,0,3753,0,5256,9546,0,0,0,0,0,17.49054
ID:76561198079700490,20.00000,6.52386,20.00000,2.58903,7.59871,20.00000,4.32156,20.00000,20.00000,20.00000,20.00000,2.83050,2.77064,20.00000,20.00000,20.00000,20.00000,0,8098,0,13076,4746,0,291,0,0,0,1111,14015,4363,0,0,0,0,17.48552
ID:76561198073224872,20.00000,20.00000,20.00000,3.27355,6.85295,7.72750,4.97825,7.97621,4.89878,6.17643,4.61961,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,263,0,0,3527,0,2873,2947,0,4934,8912,3064,0,0,0,0,17.48528
ID:76561198075081364,5.94673,11.16467,20.00000,20.00000,20.00000,20.00000,20.00000,7.09087,20.00000,20.00000,5.23257,3.99145,20.00000,20.00000,20.00000,20.00000,20.00000,5817,8969,400,7923,5305,298,0,5773,0,7179,5558,9446,0,0,0,0,0,17.48196
ID:76561198144896980,4.01692,9.03258,20.00000,2.79532,7.90202,20.00000,5.56226,20.00000,20.00000,3.60331,20.00000,4.31069,20.00000,20.00000,20.00000,20.00000,20.00000,3926,0,0,7619,0,431,1039,0,0,0,0,0,0,0,11848,225,0,17.47802
ID:76561198119924075,20.00000,20.00000,20.00000,2.59572,7.66529,20.00000,20.00000,20.00000,20.00000,20.00000,5.51368,2.82028,20.00000,20.00000,20.00000,20.00000,20.00000,1536,0,0,19187,3455,0,0,0,0,12311,5727,18610,0,0,0,0,0,17.46966
ID:76561199028240947,5.21973,20.00000,20.00000,2.88200,6.29744,20.00000,20.00000,6.69453,20.00000,20.00000,20.00000,4.98599,4.11414,20.00000,20.00000,20.00000,20.00000,5333,5523,513,6310,0,0,0,2588,622,4971,3590,8584,5831,0,8746,0,0,17.46152
ID:76561198067842069,5.05926,10.68597,20.00000,20.00000,8.11928,20.00000,20.00000,20.00000,20.00000,5.24054,20.00000,2.76075,4.54937,20.00000,20.00000,20.00000,20.00000,4182,6565,717,7111,3879,0,0,0,0,5667,4266,7711,5762,0,18900,209,2195,17.45370
Gold Dust Kitsune,2.23741,20.00000,20.00000,2.95193,20.00000,2.45597,20.00000,2.62164,20.00000,2.82148,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1999,0,0,0,0,2164,0,0,0,0,0,0,0,0,0,12283,0,17.43819
ID:76561198087182331,20.00000,20.00000,20.00000,2.89785,8.01657,11.81006,4.12901,8.36478,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1949,5665,350,8307,0,3826,358,3042,689,6813,5160,7346,678,0,0,353,73,17.43319
ID:76561198087362487,20.00000,6.06600,3.21776,4.56384,4.79756,20.00000,4.64371,20.00000,20.00000,5.59469,20.00000,4.73656,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,2468,0,4965,307,317,0,0,0,0,0,1283,0,9872,0,0,17.43051
ID:76561198016728868,20.00000,20.00000,20.00000,2.77308,6.48604,8.63883,4.78540,6.38597,20.00000,4.84597,20.00000,4.25974,20.00000,20.00000,20.00000,20.00000,20.00000,711,0,199,0,0,2151,472,2186,562,4673,0,0,0,0,12482,0,0,17.42911
ID:76561198263292208,20.00000,20.00000,20.00000,20.00000,20.00000,8.57325,7.03420,7.21337,6.10431,20.00000,5.60630,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,763,0,211,8932,5251,2116,373,4231,4841,6434,5938,7588,0,0,0,132,0,17.42846
ID:76561198004351024,20.00000,20.00000,7.96234,4.07597,20.00000,4.89282,20.00000,20.00000,5.75056,20.00000,4.66945,2.68834,3.52535,20.00000,20.00000,20.00000,20.00000,1016,0,2946,0,0,1444,0,0,3011,0,5196,8834,4594,0,0,0,0,17.42770
ID:76561198049216399,20.00000,20.00000,20.00000,3.06948,20.00000,12.41273,7.14169,9.02872,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7270,0,7681,7580,3567,518,3403,886,8692,0,12888,781,0,4132,3162,231,17.42674
ID:76561198129619614,20.00000,20.00000,20.00000,2.95659,6.76024,9.06680,20.00000,20.00000,4.76017,20.00000,6.21862,2.79741,20.00000,20.00000,20.00000,20.00000,20.00000,1395,0,203,0,6020,1959,527,0,3347,0,4906,0,1391,0,13598,0,0,17.42024
ID:76561198058441849,3.12052,20.00000,3.96152,3.48300,20.00000,3.50523,4.64506,4.00945,20.00000,3.85364,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2457,0,2382,0,0,946,0,0,0,0,0,0,0,0,0,12941,0,17.40912
ID:76561198202427715,6.45012,7.28621,7.20084,3.06550,20.00000,20.00000,5.87939,5.36605,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2851,7359,1454,10227,0,0,327,3000,716,6801,4409,0,0,0,0,1213,0,17.40580
ID:76561198201253593,20.00000,20.00000,20.00000,2.86312,5.24648,3.67941,4.01673,5.84511,20.00000,3.87623,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,742,0,0,0,0,3033,312,2881,0,0,0,0,939,0,1906,873,244,17.39204
ID:76561198003055571,3.96849,20.00000,20.00000,20.00000,8.42528,20.00000,20.00000,20.00000,6.08823,5.75286,20.00000,2.80882,3.54342,20.00000,4.50261,20.00000,20.00000,4825,0,287,0,4235,0,0,0,3728,4742,0,0,5206,0,16782,793,0,17.38600
belch75,20.00000,5.60577,20.00000,20.00000,20.00000,3.40742,20.00000,3.59460,20.00000,2.69488,1.95896,3.32942,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,738,0,2571,0,0,3097,0,0,0,0,0,0,17.38452
ID:76561198878617036,20.00000,20.00000,20.00000,3.07710,6.30386,20.00000,4.29493,6.27663,5.58666,20.00000,4.35002,2.87207,20.00000,20.00000,20.00000,20.00000,20.00000,1228,0,0,0,0,0,462,3595,3426,0,5454,9471,1652,0,0,0,0,17.38015
ID:76561198148504330,20.00000,20.00000,6.27278,20.00000,6.04782,7.60787,4.28653,7.92481,20.00000,5.77303,20.00000,2.61741,3.31686,20.00000,20.00000,20.00000,20.00000,0,9124,1987,0,0,2228,524,2858,0,0,2185,0,3483,0,0,0,0,17.37973
ID:76561198046451589,20.00000,9.54300,20.00000,3.52740,6.29589,20.00000,4.61881,6.09286,20.00000,5.25422,4.18454,5.07000,4.44575,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,287,2967,1763,0,6723,0,3865,0,0,0,0,17.37578
ID:76561198391947184,20.00000,9.50634,20.00000,2.92949,5.23115,4.26623,4.77303,20.00000,20.00000,5.76757,5.32163,2.82488,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1138,359,2580,825,0,6029,8251,0,0,0,4254,0,17.37104
ID:76561198020445501,20.00000,20.00000,7.19225,2.73620,8.19059,8.95681,6.71527,8.17138,20.00000,20.00000,4.93640,2.86430,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1972,0,5039,2074,438,2230,0,0,5521,12046,0,0,0,0,0,17.36672
ID:76561198061634222,5.02328,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,7.22066,20.00000,20.00000,2.55502,4.92834,20.00000,4.65796,20.00000,20.00000,5659,0,0,6930,4215,0,0,0,5389,4668,0,8634,5252,0,16241,0,0,17.36547
ID:76561198263660544,20.00000,9.12648,20.00000,2.68826,20.00000,20.00000,20.00000,6.62122,5.14164,4.80989,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,23710,0,1284,396,0,3264,0,0,0,1079,0,0,6584,0,17.36341
ID:76561198065473699,20.00000,6.71302,4.56172,2.41904,4.81130,20.00000,20.00000,20.00000,20.00000,3.35078,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,3062,0,4224,445,0,0,699,0,1460,0,0,22,0,111,118,17.36086
ID:76561197974233896,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.93302,9.57953,9.34694,20.00000,7.13914,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6499,0,7523,5635,0,303,5148,4309,5710,6575,8032,0,0,0,0,0,17.36057
ID:76561198010961332,20.00000,20.00000,9.87849,20.00000,20.00000,8.42986,5.82853,20.00000,7.75158,20.00000,4.78891,20.00000,4.04196,20.00000,20.00000,20.00000,20.00000,653,0,3098,0,5290,2231,506,0,2897,0,6333,14100,5011,0,13185,0,0,17.35053
ID:76561198056841050,4.94327,10.66786,20.00000,2.57935,20.00000,20.00000,4.48455,8.78384,7.06603,20.00000,20.00000,2.74138,20.00000,20.00000,20.00000,20.00000,20.00000,4193,0,0,0,0,523,380,3369,3580,0,1803,10495,0,0,3510,0,0,17.34888
ID:76561198313614758,20.00000,20.00000,5.78494,20.00000,6.35486,20.00000,20.00000,20.00000,5.13567,20.00000,20.00000,2.75883,2.92785,20.00000,20.00000,20.00000,20.00000,1001,15995,3528,6392,0,0,371,0,3172,0,2664,8746,4406,0,13128,0,0,17.33271
ID:76561198251180438,20.00000,10.56724,20.00000,2.90948,7.33839,20.00000,3.72210,6.51727,20.00000,5.30035,20.00000,2.68677,3.40876,20.00000,20.00000,20.00000,20.00000,0,7187,201,0,0,448,331,3546,0,0,0,8011,3546,0,0,0,0,17.33239
ID:76561198045427869,20.00000,20.00000,20.00000,3.08702,20.00000,9.16817,4.65069,8.04838,6.06523,20.00000,4.63224,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,362,0,4598,4226,0,3463,3850,0,5926,8990,1492,0,4492,0,0,17.32700
ID:76561198414916759,20.00000,8.86281,5.75135,2.95728,20.00000,7.72862,5.95365,20.00000,20.00000,5.71116,20.00000,2.83085,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1191,7525,0,2564,894,0,2542,0,0,0,2143,0,0,7930,211,17.32205
ID:76561198404573434,20.00000,5.21978,9.53616,2.78156,20.00000,9.61379,6.19869,20.00000,20.00000,20.00000,6.03667,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3553,0,4973,9801,0,2232,527,0,0,0,3539,7803,0,0,0,4832,0,17.32053
ID:76561198822940080,5.57745,20.00000,20.00000,20.00000,20.00000,8.88705,6.01725,9.39637,20.00000,20.00000,5.44453,20.00000,3.85544,20.00000,20.00000,20.00000,20.00000,3374,0,0,7587,3699,1825,580,0,1020,0,6202,8282,5044,0,13098,0,0,17.31555
ahztb,20.00000,20.00000,20.00000,2.97495,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,27844,4110,0,0,0,0,0,0,0,746,0,9045,0,0,17.31312
ID:76561198139215665,20.00000,20.00000,9.44392,20.00000,8.35810,20.00000,20.00000,20.00000,5.30856,20.00000,20.00000,2.50445,4.44925,20.00000,20.00000,20.00000,20.00000,4063,0,3786,13892,0,0,0,0,4377,0,2384,6937,3283,251,0,0,609,17.31061
ID:76561198088256840,20.00000,20.00000,10.53177,20.00000,20.00000,11.35847,5.15669,9.16354,6.06250,20.00000,5.76629,20.00000,3.38381,20.00000,20.00000,20.00000,20.00000,0,5921,1125,0,6031,2825,449,0,1080,0,5720,9007,4191,0,0,87,0,17.30940
ID:76561198337255800,20.00000,20.00000,6.98565,20.00000,4.23946,20.00000,4.61019,6.14430,5.11675,20.00000,20.00000,20.00000,4.49867,20.00000,20.00000,20.00000,20.00000,843,0,867,0,4526,0,387,2517,3261,0,1085,12404,2980,0,0,874,0,17.30533
ID:76561198262998463,20.00000,8.80174,7.31433,4.23580,7.99990,6.21575,4.96482,7.12988,20.00000,4.67299,20.00000,4.34417,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1756,0,0,636,453,1766,0,0,1279,0,0,0,5871,0,4587,17.29369
ID:76561198097827626,20.00000,4.90576,20.00000,2.58570,20.00000,20.00000,4.78953,20.00000,20.00000,1.73874,20.00000,1.94208,20.00000,20.00000,20.00000,20.00000,20.00000,0,7060,0,0,0,0,410,0,2225,6350,0,9629,0,0,0,0,0,17.29362
ID:76561198074345755,20.00000,11.43880,20.00000,20.00000,7.09505,9.65621,4.46572,8.58114,20.00000,20.00000,3.43766,20.00000,3.48091,20.00000,20.00000,20.00000,20.00000,0,5604,0,0,5796,1433,396,2405,1327,0,4418,0,6686,0,0,0,0,17.29138
ID:76561198304163228,20.00000,5.62388,20.00000,1.91205,4.00652,20.00000,20.00000,20.00000,20.00000,20.00000,4.09268,2.54335,20.00000,20.00000,20.00000,20.00000,20.00000,939,0,364,8344,4602,0,0,0,1284,0,3859,0,0,0,0,0,0,17.27554
ID:76561198009350273,5.96952,20.00000,8.27572,20.00000,8.92710,8.36668,7.26560,8.70287,20.00000,20.00000,5.57584,20.00000,4.29679,20.00000,20.00000,20.00000,20.00000,4763,6664,1906,0,3851,2281,489,1791,1692,0,5617,0,5379,0,0,896,0,17.27084
ID:76561197972035570,4.98585,20.00000,8.61756,20.00000,8.68674,20.00000,20.00000,20.00000,4.93640,20.00000,6.17324,3.13837,3.39087,20.00000,20.00000,20.00000,20.00000,4411,0,2718,10222,4405,0,0,0,3142,0,5224,10077,3023,0,0,0,0,17.26752
ID:76561198256506344,5.48353,20.00000,6.99148,20.00000,5.92739,20.00000,20.00000,20.00000,5.65954,20.00000,20.00000,2.83015,3.80563,20.00000,20.00000,20.00000,20.00000,3449,0,773,0,4106,0,415,0,2429,0,2755,11570,3975,0,9746,4522,0,17.26347
ID:76561198868245295,20.00000,20.00000,20.00000,4.71544,20.00000,9.58391,3.80183,9.06169,20.00000,20.00000,4.52917,3.43233,3.79355,20.00000,20.00000,20.00000,20.00000,0,0,0,10107,0,1519,291,0,0,4215,4612,8175,3338,0,0,0,0,17.26324
ID:76561198800022545,4.22399,20.00000,20.00000,2.94304,4.58328,5.55561,20.00000,20.00000,20.00000,4.23456,20.00000,4.47875,20.00000,20.00000,20.00000,20.00000,20.00000,4063,5631,513,0,3810,2717,0,0,0,4434,0,8571,0,0,12487,0,0,17.25770
ID:76561198045811676,20.00000,20.00000,20.00000,2.74234,8.61617,20.00000,20.00000,8.75657,7.68133,20.00000,20.00000,2.77123,3.81429,20.00000,20.00000,20.00000,20.00000,1334,0,263,11175,5109,0,539,4734,3179,0,0,12288,4866,0,0,0,0,17.24997
ID:76561198319074007,20.00000,5.66777,20.00000,3.67008,5.11262,6.97884,3.70800,20.00000,20.00000,3.64640,20.00000,2.91223,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6956,4056,1673,374,0,0,4693,0,7127,0,0,0,0,0,17.24808
ID:76561198090269124,20.00000,20.00000,20.00000,3.63048,20.00000,10.47596,20.00000,8.27957,20.00000,4.39361,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3723,0,319,8049,0,3280,815,3360,0,5990,0,7975,3591,0,0,0,0,17.24743
ID:76561198332815137,20.00000,11.61725,20.00000,3.03119,20.00000,20.00000,4.50053,8.09714,20.00000,20.00000,20.00000,2.86934,5.25151,20.00000,20.00000,20.00000,20.00000,3836,0,0,6713,0,1250,938,3896,0,4490,4642,0,5701,0,0,0,0,17.24251
ID:76561198168822973,20.00000,3.31615,20.00000,2.84425,4.27912,20.00000,20.00000,20.00000,20.00000,3.46626,20.00000,2.73827,3.47314,20.00000,20.00000,20.00000,20.00000,1473,0,0,7067,0,0,0,0,0,4287,0,9259,4224,0,7919,0,0,17.23990
ID:76561198165175168,2.83714,20.00000,20.00000,1.84967,20.00000,20.00000,20.00000,20.00000,20.00000,1.77677,20.00000,1.88730,20.00000,20.00000,20.00000,20.00000,20.00000,3697,0,0,0,0,0,0,0,0,5598,0,0,1442,0,2788,0,0,17.23063
goldjet32,5.01799,20.00000,20.00000,20.00000,20.00000,20.00000,6.53053,20.00000,20.00000,4.74534,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5014,0,0,7334,0,0,324,0,862,21199,0,13891,1100,0,0,6084,2309,17.22289
ID:76561198061433864,5.01062,20.00000,20.00000,20.00000,7.82374,10.71088,5.96880,20.00000,6.62199,20.00000,4.03652,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4641,0,0,10640,5021,3507,684,0,2462,0,5421,9054,0,0,0,0,0,17.21637
ID:76561198042509091,20.00000,7.37348,20.00000,2.96298,6.43518,7.05528,5.43279,5.84801,20.00000,4.80706,20.00000,2.88258,20.00000,20.00000,20.00000,20.00000,20.00000,636,0,0,0,0,1127,314,3128,0,0,4258,8129,2367,0,0,581,0,17.21488
ID:76561198191231857,20.00000,20.00000,20.00000,2.97883,8.23150,7.00382,4.38291,7.74322,20.00000,5.42387,4.67436,3.19437,20.00000,20.00000,20.00000,20.00000,20.00000,1161,6086,0,0,0,1325,382,1963,1551,0,5584,0,0,0,11064,0,0,17.21218
ID:76561198277505359,20.00000,11.57685,20.00000,20.00000,7.75143,8.02453,5.84098,6.30080,5.57691,20.00000,4.26406,2.72635,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,9355,0,1149,334,1998,3986,0,4812,10482,0,0,0,0,0,17.20719
ID:76561198258984763,20.00000,20.00000,20.00000,2.66510,7.98731,20.00000,3.92417,7.55004,20.00000,6.01958,20.00000,2.86465,20.00000,20.00000,20.00000,20.00000,20.00000,1157,8590,224,0,5375,522,0,0,2743,4960,4674,0,1671,0,12433,1217,0,17.20432
ID:76561198080264555,20.00000,20.00000,7.52851,3.07323,20.00000,11.08898,20.00000,20.00000,20.00000,20.00000,7.37207,2.67703,3.98499,20.00000,20.00000,20.00000,20.00000,1365,0,1806,6306,0,2240,423,2215,1098,0,4859,8220,1924,0,0,0,0,17.20155
ID:76561198239006764,20.00000,20.00000,12.65140,2.97776,20.00000,11.80562,8.76500,9.20331,7.99167,20.00000,6.76372,3.00559,3.49734,20.00000,20.00000,20.00000,20.00000,0,0,2277,0,0,1721,448,2008,2678,0,3822,0,3754,0,0,1956,0,17.19943
ID:76561198103539610,20.00000,9.88143,20.00000,3.28535,7.71177,20.00000,3.18827,4.98413,20.00000,3.82866,20.00000,4.09721,20.00000,20.00000,20.00000,20.00000,20.00000,621,0,181,9409,0,416,429,0,632,5410,0,0,0,0,4693,0,0,17.19634
ID:76561198098451377,20.00000,20.00000,20.00000,4.46752,6.44942,5.73183,6.01530,6.13443,8.13865,5.94602,5.23335,20.00000,3.53356,20.00000,20.00000,20.00000,20.00000,0,6740,0,0,0,2903,0,2431,3601,0,5065,0,4371,0,0,0,0,17.19525
ID:76561198151860703,20.00000,9.77596,20.00000,20.00000,7.62886,7.00041,4.20282,4.94015,20.00000,4.56143,20.00000,2.74887,20.00000,20.00000,20.00000,20.00000,20.00000,1493,0,0,0,0,2471,412,5849,0,0,2513,9261,0,0,0,0,1124,17.19090
ID:76561197970676750,3.37979,5.63128,20.00000,4.33524,20.00000,4.29973,20.00000,4.81952,20.00000,5.38756,2.83694,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2096,0,0,0,0,1295,0,2914,0,0,3889,0,0,0,0,0,0,17.19061
ID:76561198320034348,20.00000,4.29310,20.00000,20.00000,20.00000,11.35276,20.00000,20.00000,6.20909,20.00000,5.56764,20.00000,3.41347,20.00000,20.00000,20.00000,20.00000,0,7688,632,6473,3628,3026,0,0,4200,0,6573,8125,3849,0,10173,0,0,17.18741
ID:76561198053700443,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,7.40527,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,643,12648,406,14120,13067,4961,988,0,0,10814,4651,10113,0,0,9553,0,0,17.18117
ID:76561199188295933,5.72793,20.00000,20.00000,3.76814,7.53148,8.03376,20.00000,20.00000,20.00000,20.00000,5.33839,2.86041,3.68007,20.00000,20.00000,20.00000,20.00000,3992,0,231,0,4003,1785,0,0,1360,0,6346,8667,4403,0,0,0,0,17.17800
ID:76561198041649046,20.00000,20.00000,20.00000,3.24589,8.06116,8.51328,4.07193,20.00000,20.00000,20.00000,4.72109,2.85964,3.18167,20.00000,20.00000,20.00000,20.00000,0,0,267,7738,4062,1714,0,0,0,0,4664,0,4432,0,0,0,0,17.16917
ID:76561198051397823,20.00000,20.00000,20.00000,3.02484,7.78547,8.37622,5.49460,7.84174,5.84890,20.00000,20.00000,3.22138,20.00000,20.00000,20.00000,20.00000,20.00000,935,0,868,10592,4056,1969,358,3320,3713,0,0,0,1166,0,0,0,0,17.16580
ID:76561198040656570,20.00000,20.00000,20.00000,3.83684,20.00000,7.83841,5.12564,5.64826,20.00000,20.00000,20.00000,5.36676,3.64931,20.00000,20.00000,20.00000,20.00000,0,0,0,7657,3771,532,306,2750,4309,0,4287,8831,5259,0,0,123,77,17.16211
ID:76561198274316575,20.00000,20.00000,20.00000,20.00000,7.73804,11.49248,20.00000,20.00000,7.18409,20.00000,5.37906,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1411,7079,422,0,7930,4637,0,0,4877,6835,8384,6923,0,0,0,0,0,17.14665
ID:76561198147014909,3.15895,20.00000,5.64494,2.45215,20.00000,20.00000,5.08206,6.59693,20.00000,4.13327,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4720,0,1649,0,0,0,311,2167,1457,0,0,8798,0,0,0,0,0,17.14536
ID:76561198018285861,20.00000,20.00000,20.00000,4.72848,6.76372,7.35832,4.61439,5.87739,20.00000,4.88694,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,299,17679,3507,1597,398,2412,0,6282,0,12037,0,0,0,0,0,17.14034
ID:76561198202242899,20.00000,20.00000,6.46378,20.00000,7.19806,20.00000,3.71430,7.32501,20.00000,3.14831,4.33191,4.53873,20.00000,20.00000,20.00000,20.00000,20.00000,816,0,1458,0,4114,927,286,1718,3289,0,5487,0,1180,0,3577,0,0,17.13980
ID:76561198415081330,20.00000,10.90865,20.00000,2.39495,20.00000,20.00000,5.15992,6.30409,20.00000,5.20148,3.73082,20.00000,2.66698,20.00000,20.00000,20.00000,20.00000,0,0,0,6569,0,383,367,1892,0,0,3802,8459,3222,0,0,0,0,17.13498
ID:76561198184494097,3.15861,5.80327,20.00000,20.00000,6.85564,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.48906,2.53871,20.00000,3.39642,20.00000,20.00000,4769,0,281,0,4276,0,0,0,0,0,1623,8018,4385,0,13585,0,0,17.13139
ID:76561198142485455,20.00000,20.00000,20.00000,3.06966,8.74208,20.00000,20.00000,20.00000,7.63705,20.00000,20.00000,20.00000,6.15610,20.00000,20.00000,20.00000,20.00000,0,6375,0,7799,6287,489,462,4755,3918,5989,3377,8545,5594,0,0,1916,0,17.10568
ID:76561198152699899,20.00000,20.00000,20.00000,4.74062,5.97562,7.16226,6.52978,6.14854,20.00000,4.63485,20.00000,2.83330,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8607,0,4641,363,2003,0,5423,0,8199,941,0,0,0,0,17.09404
AnkouSoei,20.00000,20.00000,20.00000,20.00000,3.93620,20.00000,20.00000,20.00000,7.99563,20.00000,20.00000,20.00000,4.78858,20.00000,20.00000,20.00000,20.00000,0,0,0,6720,4269,0,0,0,5715,5028,0,9210,5736,0,11730,0,0,17.08600
ID:76561198855229259,20.00000,20.00000,11.84898,20.00000,20.00000,9.94110,5.40609,9.03618,20.00000,20.00000,5.28994,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3544,7025,1844,0,0,3554,471,4270,2377,5001,7129,7659,1576,0,7491,344,3441,17.07997
ID:76561198031218844,5.61256,20.00000,20.00000,4.61140,4.92680,20.00000,3.99872,6.48032,20.00000,4.79291,5.12416,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2825,0,240,0,7306,674,326,0,852,0,5959,0,1039,0,0,0,0,17.07937
ID:76561198076560628,20.00000,20.00000,20.00000,2.88776,4.05419,20.00000,4.10104,5.10540,20.00000,4.55068,20.00000,5.08475,20.00000,20.00000,20.00000,20.00000,20.00000,708,0,298,6448,4362,689,0,1819,0,0,5068,8448,755,0,0,4245,0,17.06288
ID:76561198103417005,20.00000,20.00000,10.01178,2.78149,8.80557,6.62817,4.51245,8.42204,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,809,0,1013,11735,4359,2153,313,3272,1298,0,1831,0,0,0,0,7483,0,17.05224
ID:76561197985315073,20.00000,20.00000,20.00000,2.96696,20.00000,9.96216,20.00000,9.02849,6.74798,5.58013,5.91763,20.00000,3.89140,20.00000,20.00000,20.00000,20.00000,815,6176,3094,0,3749,1247,0,3010,2593,0,3875,0,3187,0,6075,0,0,17.03735
ID:76561198036100832,20.00000,20.00000,9.32297,20.00000,8.04220,7.61858,7.25045,7.92252,7.11402,20.00000,5.67216,20.00000,4.58862,20.00000,20.00000,20.00000,20.00000,0,0,1244,0,4247,2065,444,2105,2831,0,5164,8345,3351,0,0,0,0,17.03274
ID:76561198134061294,5.86751,20.00000,20.00000,2.52239,20.00000,6.76121,3.68399,8.17796,20.00000,4.34117,20.00000,2.71664,20.00000,20.00000,20.00000,20.00000,20.00000,2085,0,0,0,0,2314,0,2359,0,6351,0,8335,0,0,11662,0,0,17.03210
