Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
ID:76561198022530025,0,1634,972,1551,0,0,2048,0,0,763,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,1957,0,850,543,0,0,4544,0,0,2438,3654,3052,2963,0,3526,4692,0,0,0,0,3341,0,0,0,0,0,0,0,658,160,0,0,0,0,2984,0,0,0,0,0,0,0,292,0,0,0,0,0,1083,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,1660,0,0,0,0,0,544,0,131,0,0,0,0,0,1042,0,0,0,0,0,0,0,711,0,0
ID:76561198077407979,0,0,1326,0,0,0,2335,1969,962,0,682,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,0,1442,0,501,4487,271,1396,588,2343,320,3922,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198045058580,0,1823,0,1039,0,0,0,816,665,695,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,3297,0,4548,1273,3316,3959,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0
ID:76561198857885233,0,1696,0,1292,2260,0,991,1574,0,3192,0,4385,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,0,2933,0,0,2993,3734,3161,3381,0,4340,0,2338,0,0,3912,1633,511,0,0,0,249,0,0,0,0,0,63,2533,0,0,439,0,0,4328,0,0,0,0,0,0,0,0,0,0,190,0,0,2862,750,0,156,0,0,1200,0,2257,142,0,0,0,0,0,711,0,263,0,0,0,0,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,2454,0,0,0,0,0,0,0,0,0,0
ID:76561198027158089,1073,0,1249,0,1464,0,2448,0,0,2408,0,1519,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,0,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,192,0,1303,0,0,2617,3141,0,3325,0,0,2053,1566,0,279,516,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0
ID:76561198134329660,0,0,1521,1652,0,0,0,4035,1774,0,1807,1452,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,2066,4075,0,4447,0,4846,312,0,2414,444,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0
ID:76561199077244561,0,1159,0,749,0,326,1909,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,0,3285,743,0,2128,4271,0,4770,202,3887,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low1poly,330,0,0,3378,0,205,0,133,0,976,0,2471,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,0,0,1579,0,3494,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,136,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198147878308,1372,0,0,1841,2728,0,0,0,1413,1618,0,803,2114,0,505,0,0,0,380,0,0,0,0,0,0,0,0,0,2074,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,1455,0,0,0,0,0,0,0,1141,4472,0,0,1209,0,1006,0,464,323,756,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,0,0,805,0,0,0,0,0,155,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,489,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198184265807,0,2029,0,2797,514,0,2376,736,0,2208,0,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,0,2734,1019,0,3582,827,3882,4500,0,3388,1406,0,0,3384,3137,0,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,336,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,0,0,0,0,0,0,0,0,0
ID:76561198084615280,0,0,1538,3151,0,2357,1456,3428,1093,0,1868,0,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,393,2139,0,3879,1430,0,4178,1796,0,932,2630,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,949,0,0,0,0,0,0,0,0,1226,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198005597847,0,1133,0,0,1074,0,0,3082,1174,0,0,2262,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772,0,0,4220,0,0,1685,0,0,508,2764,529,686,2077,795,0,0,0,0,0,0,0,0,0,0,0,3709,0,0,75,0,0,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,1493,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,2919,0,0,0,0,0,751,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
ID:76561198267753741,1166,884,0,977,2930,0,2357,1711,0,756,0,1806,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,0,0,2076,0,3219,4511,0,0,0,0,1673,0,0,0,0,268,0,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,224,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,3344,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0
ID:76561198337255800,0,4721,1116,0,530,0,1564,1112,743,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,488,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,3749,0,2054,0,2206,0,2261,2893,1096,0,4312,729,2351,0,0,2187,0,0,0,0,0,0,0,0,0,0,181,0,3167,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,1244,0,0,0,0,0,0,0,2910,0,0,0,0,0,130,0,0,0,0,0,1997,0,1742,105,0,210,369,0,352,0,0,0,0,0,0,0,3307,0,0,0,0,0,0,0,0,0,0
ID:76561198040935603,0,2092,0,0,513,0,2462,1007,0,3758,0,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,2820,3711,2005,0,295,3921,573,2529,2648,2864,0,3830,0,0,3636,3101,0,706,0,279,0,363,0,0,0,0,0,0,3328,0,0,156,600,0,0,192,0,0,0,0,0,0,234,0,0,541,0,0,2848,183,0,0,0,0,0,0,0,0,0,325,0,0,2445,15,0,0,0,0,0,0,0,0,0,0,2565,0,0,253,0,0,0,0,0,0,3420,0,0,0,0,203,2351,0,0,0,0,0,0,0,0,0,0
ID:76561198287348574,0,2711,0,2245,2188,0,861,2008,475,0,811,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,1070,0,4005,0,2384,1532,0,1568,0,3353,0,0,0,477,956,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171,0,0,0,0,0,0,0,0,0,0
ID:76561198041871096,1484,0,1793,0,0,988,3655,3539,1207,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,517,0,868,0,1664,1698,1594,1737,815,0,2177,0,458,0,0,2860,0,0,3204,0,0,0,0,0,0,0,0,0,1613,0,0,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,1824,0,325,0,0,124,2948,0,2288,0,0,0,0,0,0,58,862,0,0,0,1245,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0
ID:76561198169805927,0,0,0,3879,0,1746,2050,4404,0,0,1370,0,1221,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,937,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1786,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,4442,0,0,1299,3016,648,0,1191,1487,1887,1841,0,0,0,1382,0,41,0,3410,0,0,0,0,0,362,0,839,0,0,0,477,0,3706,0,0,0,0,0,0,0,0,0,0,0,2488,0,0,0,0,0,94,0,630,0,0,0,0,622,314,0,0,0,0,890,481,0,621,0,0,0,0,0,1686,0,0,0,0,0,233,0,0,0,3114,0,0,284,2186,0,2046,0,0,0,78,0,0,0,0,0,0
ID:76561198261057433,1597,0,0,1309,0,0,3477,0,0,4869,1746,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,2211,511,0,0,722,0,0,791,146,3067,570,0,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198052471132,903,0,0,4321,1635,0,0,0,1608,2034,0,2066,1622,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,2911,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,4611,0,3312,0,0,0,334,0,0,2603,2240,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198361873734,0,2211,0,0,4597,1740,0,3475,318,0,740,2562,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,4184,4921,0,2121,2153,4171,2988,0,2194,2328,2006,0,0,0,0,0,1135,0,4219,0,0,0,0,0,0,0,4254,0,0,0,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198447948630,0,0,0,2218,3087,1045,1763,0,1492,0,1387,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,1955,0,1305,1453,0,3583,179,0,998,0,651,0,0,3630,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,0
Caffeinated,623,1127,513,2965,623,0,0,0,0,1006,0,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,1717,0,0,0,3286,0,3176,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198868245295,0,0,0,4489,0,1960,752,3880,0,0,924,2506,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,1414,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,1159,4886,2164,3907,4514,0,4085,1725,3337,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,2856,0,450,0,0,144,0,0,671,0,209,0,0,0,0,0,0,0,0,0,0,0,1387,0,804,0,0,0,0,0,1428,0,0,1126,0,0,1566,0,0,0,0,0,0,0,2870,0,0,0,0,0,0,0,189,0,0,0,0,0,1007,0,0,0,0,0,0,0,80,0,0
ID:76561198080264555,0,0,1261,2455,0,2349,0,4484,0,0,2133,1056,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,2825,0,1368,4389,0,1470,1831,3488,3051,0,1497,3271,2827,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,3469,0,0,375,0,0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,894,0,0,542,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0
ID:76561198431419524,0,0,0,1953,0,2512,2620,3574,1332,0,897,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,0,749,660,1441,980,0,1278,0,1708,1598,0,0,0,1946,0,0,2717,0,0,0,0,0,0,0,847,0,883,0,0,0,0,0,4190,0,0,0,0,0,321,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,0,0,1092,0,87,0,0,0,0,0,1388,0,0,0,0,0,964,0,426,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0
Kyb,977,2062,0,0,174,0,0,0,0,0,0,3006,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,296,2667,0,65,0,0,0,0,0,0,310,2356,0,0,0,0,807,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1140,0,0,0,0,0,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,578,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198384878674,336,2526,0,989,0,681,381,483,0,2710,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,3652,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198087950038,0,2370,0,0,1705,0,3234,1791,0,3735,1230,0,2002,0,0,0,0,0,0,0,308,60,0,0,0,0,0,0,1741,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,571,183,0,0,0,0,233,0,704,0,0,0,0,0,0,237,0,0,0,0,243,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,4769,0,3853,0,4748,0,186,2585,0,0,461,0,792,0,0,4526,924,0,2941,0,634,78,0,156,337,0,405,0,1463,252,0,0,1067,0,1269,307,0,0,0,0,0,0,0,0,0,331,3770,0,861,107,0,0,145,0,626,0,730,0,0,0,0,0,2099,312,0,0,0,0,383,0,0,0,0,0,2340,0,756,329,0,0,0,0,1050,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561199048214205,0,762,701,721,0,437,583,574,0,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,1853,0,3286,0,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,921,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
